index,moneyAmount,serialNumber,leftNumber1,rightNumber1,leftNumber2,rightNumber2,leftNumber3,rightNumber3,leftNumber4,rightNumber4,leftNumber5,rightNumber5,leftNumber6,rightNumber6,leftNumber7,rightNumber7,leftNumber8,rightNumber8,leftNumber9,rightNumber9,leftNumber10,rightNumber10,leftNumber11,rightNumber11,leftNumber12,rightNumber12,leftNumber13,rightNumber13,leftNumber14,rightNumber14,leftNumber15,rightNumber15
76,100,100720695,KKGvX+B76s3Z0FKFvzSy8iiKg4i9O8TC2K5g7GnZw3Y=,oZ7ajvExDScmFEYKZQEwAPvNMHNBSt6ObAZiocVGy0U=,EgpiwBvVnShDx9ugp0jWzWxqLcWHBuWn8Jf7a3yqWIc=,+VgiVy8p7tFzha2ky8B8cUnd0GukJHAo5n17bvzA9t4=,2v0acsAq3J4S8sWCmi/uYc7QxTkHQzCak7qrpG/oSvY=,MBavRKOxwvUb4JLsxqMs/jaX/SPehCL/da71WC+thzo=,Pl97iv1CiO8KIHgIYWVFdyOD2XyxLEVUgGDx7WDEKeE=,tMWvtWaFZVZfO0Xt+2ds/bUHgksvP25u4t9G8DBZ52o=,Cls36Nulo5jvhDzQhPkXi5XbLMeJ6gE9bXhIbv7qrfc=,PUYNEEwko4EiFF/ETS6KuVKuYd1rdgMlM3vDAMgOvsU=,fUIzgnjZoFa1D3caISbeMprix3ghLTW/muzuPFzEfbU=,czsuLf0+sJHmEkoe0ElmS5leHXkaZdKXo0DCCQ/mU9w=,aXqSkiiDFPRLwa+ls7BwiVg7mma22SHYKvR6m6croWY=,dl+D1fsHh9dki8fvEij0/g1RU0rWIioXyI32AbFVlAY=,dVjk/NV8kVwhvFmZVEKbKm75dZKMFXafAACVpc50rhQ=,SKrT+P+oy2eHPKbec1iV33GY4+lADfqLA5IWjuA1QiI=,lF1YJG3mqAekyKmNZ9MaxEbmACZKfOznQhSHu60Sg8U=,1CZBb+ePLZ8zLYeVUwB158EqRuEOOivVP89nXOI6GKg=,VuPWPy/QxZby+3Y8XJGh5sLyyMo4Rv9kgKJww2TnE5Y=,vpSxiwLcfOcoKp/oHE5DpdTZEMIzAomQtq1xpsZDEoU=,nG9TqeRaBtGFqMzFj4xIljmn+zWsn1gcaMVqpSuodDQ=,n/iUZJbbK5H5tBfPgm2jAO2TIil9o6YYBZhYWh1T5eQ=,Sx4vrOedogIWs4gKOr92e5vwwwlqTqT/ZNsnn+wDuNA=,wV++TOuAKpqR9bo87aqgJko0Vc1SkIRq9P0iXS7Ww4I=,suTQ9y9/IIV6Oo5mvsUfsKkajVz7gLXcZy0LIrmyZrI=,jPcy50vLqphjT7uR+ZsnaqZsE+inTxJN0pRa+pPOgeg=,ApSanuh4ySj25biCPIk5nR50xwsOqU0WH2+MO3l1tmk=,/XIQitGJXiT4gvRk5pw1LiklRE15SE9nIBD2KqLc+TI=,nIngdtWd2U5K7kIyehdsYb/bpDbtBleqKdM9Ps7vDFY=,xVGhKrwJWxFiq/yzLRaNhHEYVbz2u7h6lSyQJtpXAOs=
78,100,89822606,Cu7uGaRdqtsL0aMSVQYpPXm9VjsbPK+JtAX/YfvqnDc=,9ZtvVt79fVC+rUrLPginhSRPI8lWRNZD0FIQ/qYdBnA=,SbW4Qh7BXYzODLMniNdfOsrg6pNxvYzBvHhcS2AENDQ=,d74y83lG/BUJu0KwrsFAqWEAeQ0WBkcuRxk/0ehzBQo=,CdF6lDW21QSaVVvUnGOh4XWGCxcHUW2wvnIhW5banls=,tuXVb/f7S1rczBQ5HXkqPLLRvZKxhnBNH0RqWiHEPYc=,GBeBs73WWUudSCmZL5hg1K8rSLP59028q7VEZM+4WTQ=,ZAg4Sl8Ge8l+BDgE0dTM8KfbA9Ay6QgfPIjArxDpC2c=,CW2BqoGSCQ1PZP1/GFPzxiCI+3gOYML8fQdT1bi6cYk=,pVzla/7gCoB7DCPh5QGbilXo2WZh5mUZkoZLA6rIFOc=,NYDVU8pWVkVaHXPpAgJFG6LE8svFDwRL1WTAfRStAbc=,VKKXLvGK4+E0tma/gHQHM74/FUwCE3/CrK+sI+yyY+A=,3HzIaPlcMQEgfMzzND9LK4z9fiw3+jV/wVqenDOtHlc=,QG5t8YszC8xXED1J/j5ALtzpeJNA5d76gNRC/xJjeQ0=,Ai89kKTJZq+O/QM/5MLar+fCqbIUqhZ9j1p0eFIw1Zg=,vZ5EArDRKPBeCZUp7VfTj6mjGz1aon60HKQchfX8ON0=,JV2ohBF6uRaJV6M9cUrFxKhEfRz54IJOTxbJjhWGA7U=,vt9d5WY3qH14L+H2ZQMX9V8lIFEnPv4OC0VM1IzcNBQ=,2qBSGtPuJkFPMQzhr9hHsmQPP3wU69hJQwVBlqLgwH4=,Osk7bUko5hA7XeHkI9WGOU3Cu/LVIASkv4IZ3sXVmc4=,UZqDgpO/VbkR4nHjWjsaedyOdgJAd5Ci28+Q2ZGlPts=,pKNsNqnTx+ZVtkpAYS5YJU/QTsHAGBxwDyrwDQyK7b0=,NZpUc/8yT/yvQvpKe0noL0Np5SVXTjJsBm5HiFchjAs=,FMrw0YM5IH2HP2m5kT0RYdaW7q+1KI5TZ4qnZd6G4e8=,FRlrCMgZG3nbTZ0ahwWzUoBZru+ZjSQSldAvGottNno=,DtVmCbZ6TPUXOyNos7wWRXgDFNwOF8+YpfLfgJdbFrs=,su/9vqb9i7m4FrCSa9IY1IQ3OAwBZ4odElh3wQLDKEo=,wpGjUYwsGzPVPVsR6w87J0kXj1JkMW7hjmTzWYtldC8=,M4PHKt0JCZ+KczoG6bEOSzxn4hMVylye8kgZBkHm0KA=,mtXd/PePxAo0b/h3vMh0LvIMfEsO8f3mdi1cK4qleJU=
79,100,39534321,arIUkG2cwWLBEjaR8BF03wLKn7TaKAbmbw8EIDoAsso=,884U3bOyc6iahuiLpj9El0oRAeTpNQkYJsQjrBL5Qow=,fCd9OEvsbCRwFAYqE11geJSKOM9KFvPlPr0NJF5UfAg=,JqpjAKk5bMftsrVg94GQEM9W6S+Nut4y8oX/GH+7m30=,f8tP1RXfBeGOg2xHjVRBqgvUFN+nFGvbWogyN8FRnvc=,E4GiuFvsqEioDT06qvSu2WkGObYGioeeGApyyw7aKiU=,Jd3qfHRDLruoACrkf6W1vZ8CGJpSHQHm5erc6XPJ5tk=,31OY7qKpDAmW4iH1dRyQYmPs+J6NJ2PMEJrMsUmxPFM=,MQjxK9anR6LbXqOBXccoTiVuc7Bc0N1kRzHHoWG89u4=,Xffg7wCP0SI/QHFIGoS7ayXeo7CYh4lM+puTLHPU/88=,EeSO5d1RVf24s4q6M6vHQuwvKsgNtf/eLbCv9Fz63Bk=,xT/z3Oz/VuZTNmQClB2Z/LW4Sufvg93VKMKLm3GW8rE=,rcId5yP1g8yNYerWaFlH5W5d/CuCDfs7iBrKc4yMfe8=,YshRuGVZHADULdsm4blck3r1qQBGf7SiQMArX0h+HyM=,nqfre4IDg/LE3ybDuApm+xJP6OgYj8mB/x/iuaBjIi8=,mmBloNQjBRngh6HTuJkYuJc42Q59aBkbHunW4xb9I6M=,WUDxDYpDGkzyOGU6+Vob3i1vVU8uboAoYUVSQ9Pc17w=,p5vdz5BPjmiPYGD32LcoTVXQdr8Kd6q8+w3CNyCtITk=,h9TomVGNncoLk6EZGMtEarBHw1IDNDxa4JBdzZANIZk=,dAGkvYwMAeD2fAnFC89I1luTGOr/QcZMELNP1HohkWw=,U1lauj9FFrjCMrxHaIg1RgXtEXIl/3gYMnipdg86uhc=,ivNIa2tugyDpisaJeHo/4z6ChyXTZ8FiN+2agq9hbBw=,AExlOiKMuafU0jVUxTpAPA9UNqnbGxJq5xQYJ0103MU=,bSwcU6yOXHv/O3aHUZZ2EFQkXs438Szf/pTVfM//u9I=,3c5RBLZacjRyRLDtWCcz+c+RnFnC3Z7y1Q6ayyspPtw=,PeF36Tw9ahmWsBCtS5/0Cqe9tMwkVzMGtYmnf/Ez6xM=,u7dVvhcsdFZArSwAjiqXvr+2Vcgl5whmxMW5LSVzlBI=,mx7WFBKC8Ccz5s/8tmod2aVi9/CCVboeyC5931ejXwo=,P5YLHGvcNMGnsuryrvTpclLKLK86W2CKENR/aWe2Yfk=,cSsiPjLrdbVoJ3wC7w9W1atcOvaZfBCKIVNae/i0/Dg=
80,100,22234028,R2yZXQylv2wkg3XCSmWeJ4FCC5pwyAITXn6o9IU4tSg=,vgqotYhmKH3DeFF2TSF0Xmrp5F11NycA58Rd8v70fxI=,qvRrfWa/39Y8xdaAho5+ZIhUt6ydIhRuOKPnTBc+13s=,PR6Z4OpGgadjOIpfm7QmxMug0twwVvfS5tpTRCS0LFk=,32l1lWBxtLxc1U/5p/uFZrvy5DxGAvyFICzRwaqQAi4=,WRqa4lYtVmLQN8RKIk0HpzldM4ntBKtwFvA+VDC1qq8=,kLDOdRbe7SA7NIBWT5beRVK7CE+KMEHaKxxZnF5iv9A=,x/ixP0g6qt1PsZZbQcPEiki65akhNVm9XDGKANdn774=,rb/Ps5Io3xHBdziZhfAtb9cGiWrdIc7qD0BojirO41Q=,U3ChM4gUigfInVqfMM/1kxuMglvb5w8m5Ub4reF6cPM=,cMm+8wSzpQD5n1lKe533ghyWdK6qPbSM1DiNnnfHCQk=,II7w/tub1JWu/3DB3JXZLCzoiJFeEaGDbaedinoZ5fA=,JV4ZmlHWZoczWuCuQBosOzpqcqzcTXSRaYYwdI58rVM=,VjOveulL8iStXs0RwIhheAUNeq3qBOszcPNv0yHf0uw=,JbVVxT77aKMNp1IqLRiNn7cCyZTTUB8KumKP1HBwMaE=,BCdlWHbuRzvOm/dnol5L5RY7LGQz52gw/wt1XaYNLm0=,E0+JBtQ0pQhBYZLzEA9Vr6L15wD1pfoAWMFC2CLYONE=,/vljNu6I/VWrmJzd6ZyAFYZpzCR4edBmJFmvdF/gnGI=,WC8tmYoayDy0WuylHuldwpgqwgARy+hqRRIEt/x08Bk=,4Mcvn1qyLbu2qLkDpcPR9COCZfFUaIro5yUuAarw/kk=,wzGItq7TbidbF23YsWxUZWngVMTwp0ZMHXjWtM646p0=,CZAYbZdyNWtb/YY2tuL+O3q6ibhrt/saa4sz7B83kh4=,XuC7T0KcPR3mEimnh4jh95UlnTY9RaTwPGCQYZ3BR8M=,SrLJEv24UM2zeuuiHEtlI/Nvskk3PH3OiukpumQ/r28=,oYYjBNPJQiJiwG6h5C3+bp68B0oG7b93xQjLzggZBBM=,iJ6wscRHNk/KXJfnud/gFjHLN6a/ELM28HOvnxoSxr0=,HL2rhURCEKSkhz9vnAUD1o/R5fkOpZZxKWQ+dfGiGyk=,vC7WxLQly/UcxVILcsk3tkCIulCK4fi2jMVrXMLuBx8=,1DbjidWdBYkGvP1S/anazSuTBHIfHXTT+xo9BjiIx14=,kwgNZ96JmxpHQH8SIecN5UfXjqGngTfIJBtVkD3nXTw=
81,100,99476081,W779HiHZ8BOzzPPfIQwh9DP8dW3olmrrquvUvETG8ZE=,YP01csrwR2vbnwzjpor/k3NPFYVUey/JQWzk0L1jyXo=,m0o9NIkacKONpqRwYtWirF9OEDy46DG4DsmTp+4yW/4=,OK5z9axMSLYAny0iblCytTadN69/xVLhAp8cXbAIL7g=,gy86ZkIIMVHNyew32ILLAO/nZRgEdLkqdG7rzof9oHs=,J5Io7Gcsg1puHqvM3yL+AUoxM4H/tOtK/X5IEDhdI/U=,ewZcu0kutO5ubcVprScWIT8ghWYhwnuyrYy+/6oPFOs=,2aVhbDOthe230+BSc2EpBcvK9nWERXgcvrm8dNLg7oQ=,gvOn5yh/EzxjUH3b8plvI2hlazkcn5ahlyzUcDiraek=,SdRwq6z1xRrcp/iITLvK2SRrhZ8LPML+XhiG5KwU1YE=,N3/bvnGjQKbtBMd0IHQUhMcu26yU+FkF7gNTnTMTql0=,9sk+o/oNEGylRK9Kiv6xBltJwW/mw6EfJqgejdrpzF0=,pNGJSiY+Ry9fHe8ct7Y0b9BGF+qEA2MHI0eiDMuAEE0=,Rn9kWGu37KPUqWbjlHoZvHxISBWGkd+Cz/aN/895vxo=,rKVFf1GqW01obQIKAOpzMNzKBhpgJhoYS992QbAb20I=,PXPsd1uq+O3AeGFSk94vtccX7X8DdE1wR/zl7OxLj+A=,SyRlzozdCvCx+j/7ZDVvtBTg05mTjuQVY+s5kNH/HbE=,Po4Rmo+ytCtE9zXsJ1GEhtTJfb8p7uOYPrcgeg7jmNc=,dqxR+U4AUkHU/Ivz5tyGnKm5pdMfERZDN9r47UHs8bM=,Ncpdh+mnWRbEG0qmiK7L/Hj51Mb9Tcs9da84PfBpPjs=,gPImPd88KtoXJVrRGLlgPVmNIsoUE7FVzGe3AKXmGec=,VVJJT1NR3a6ayEvdeljTN1XbNoNmL2Bp/X0oIg9yq/8=,fKF7aiIwwtwSRm42/8kRmwkEFeQ551UpWfNNbe1xqQg=,MIkQiCidKdtwXvU5RVn3R9Cy2ST81U96vs99YuWc7fc=,bVnvBDizlvkGvz5lKxP3XGGaiYolHq4Fnp0VjVi+Qcw=,hFiUevGC/uaaawEJXSt4MzgWvmyVWPAhcZPOVx+e5tc=,zk/V2d9z6EnkzsAhRdtD3Rfh1j7hTaF+doMnkROaJ2I=,Vdy4+OqXjsnkpoBebO4UdrhiK2umlWkoHy4u6dsc3Zo=,xMCtL8vcXtAuCwhDz9e233RgZgEnF4x+VgWqJAd7Y3k=,cnEqilgLLpPZNwbofzddo0yTcImNBygZXl4MH4dNZHY=
82,100,60099832,+Ma1TrWwR5XEzL2Ln36a8P4SmuUVH3oVNwIBs+Bv63Q=,xkanqjPGrAvtzywoY5KrAKOWuLRGpQs6gITouFluScg=,q131HcSIey7CZ2FdR7uvAEQOtQrKs1OkPGLvGMwT5Lk=,3wkRTYvcsogHhopdpA8yKatXntDv3nLfP7bzg/jan1I=,FQ8RUk2NfFCesVLKSVN6yzuRqFGlHaWlABnMX1ekhSs=,7Vvguri7/+UoyCVYtqMlAZDbrXu9R+hsQhZ+Ihdv4V8=,pJfia03hGAStOaOwe/3LxArneA30LzIgoVWvXFWdBps=,MAYQncOLD1d3KSvFNQl1T7UkSpjs7dSLsJnNiK1EvU4=,fTFX87wiJ6akgM0Ea0X8pch7UmjUjS7EmlQJmqyAJ/4=,tkVfKOcwG6DeXDKBkpq2NVGn4pU0t5zuM/lP/X7IztU=,xwO8s1xuaejTbOTHm82pCi2luP71yh4vEPLHiD9d7W4=,ZSxrqD5WfK4Fbc5KohVhIBYCs4wp3bcy4o3DXc5y4Lg=,4dtdlsknYhzdIP55n4uM7AYTdCZAWemEc31vMjyhWDE=,/6uHmMnY9JWxFQlJAhKy2tUqtGcpU0Ps8c5AYXXFIec=,gcFoQmaMjM/zf22k0fPNco0GmPqD0bH5zGaUEfAbAVA=,3CGhfU8r0gB9jcxRQ8kS6wDqisEGwZaUMhUCFYsO848=,HcFSdOj5NBhLRj9nH4ytYT7aJWc2PgE96NchRb6Q/UU=,ay8O2bnUgVWHBU8fV8nTAylDKnVw9l8EiPXcKGM3bLg=,DKamvnWntBb9LjJF9kq8v72PHUuuPTF1JtRuqQKbZE4=,dzDCxegAZLOsfs8lmQ77an34jJx2I0oqujK3Zg0KQv0=,tgtTS5VrL/w46ehFTsStSKOwTS0I5Jm3Sf8G96I09TM=,SEvzfrhtvYnJQA0BAK97uxmIdfZN92Fh8cFRRH3Kz6M=,mNtRusuEVikHBXFz+v8o8MeVJFIcyFH28GEUAyj3MVM=,EsxVOwCNwUyXxxxZN7XFyLc+tmJWnMlQAyF5G93+W74=,FKTfRVwheMY9lhvWsuinL4KKdOutopiTPrgE/il8r5Q=,9b/hNMNqlebKFa2Wrkk6o8oUJCWhylDpkWy+iNzjlp8=,19rTc/bXLObojbV5KQ/TyVhuyCmptDZD0hpDK2BwcuU=,NODrlPqBuNIACupPU3bOR/IEMTT4xsFETI7XWW/CmnU=,wD/Cmy+MFH1Us+zmWGIMRqCMdPdujK+9wFwinWtx4bg=,7ZyS+AS6HH7CEHkTqqeYKCOcfDoFFglRpRoNoo77CvI=
84,100,17550321,1LblK0ds8FrDudLQSXeZ6pO3yLVpapqphvefiJ6LilU=,y1AOaIvUCGBk0/bltcktU6Fqoe08rBIJFDjqyaHlVs0=,pGfz5YPWzznnwX+5Fj9HTwxYthpDFIqoqqOZTITuclE=,ElSv2Xvs/Ux86CSngcb/C6SIZh9B92raDBhm6s1fI6U=,R7p3du6Yk1xqAoYqr53HB2Zsr+Rzaz+OrImoqzjJJlI=,ApLgVHxDLFtWJalo1DVMnQhfadHnZXKXSU42aWA+XVs=,tGJtNAp1TwLs9ycvquOMJnTJIkt16H16lgshHijHRxQ=,cNBZJFA5tnhjk5P2rhzD2Xnj3sz/6gmFEfWM+2SONZ8=,s3jfzgyUao3Vqasni52OZSrq1QLNKxn7zLp9WC6F4IY=,I0muXrANbAm8LNkUTZmAF78pSnQWUR2cRfi6JEKNYI8=,pZbStNlSwL1R/4YpM6h8rLDMYu5TLw04+4or0rvxN7Q=,WbB+2WPjBKHYlIe8jeGOXhQS3bDooLkktYlcDCPNjdQ=,4mdBx4TrfeIiqzxef46jhGHaDZXxlkB69yrjrKF7lSc=,CXUKYXDRgnCTm0hNKkHpPwMSqc1sS2k7h4rpxJBmvFA=,DdSZzGt9kyfD/g5duXKobdRVcYlRqVM0MMYZ9vP9jxg=,k8rEDGcW667bkYDOsmM30DPepy8rMmBbPrmAFCL/tCg=,zAx6Q85B0xad8Z2DdqOP6fPprYzhxrKFOv8sTIXJgqo=,N8IKZkh1tHpizN7uHE9qgdTC2m9qudc8OBNRwJcYteQ=,cUOfTf+vJh9ZjnbJLhsgXYrIcfdxph8S6K1VJYg3S3g=,6ab1vPJEOwZr+j/7FO8XQ04/JI6G+ZM84j5inRO2kS0=,tCPoBe5uTRZwqdkVGz3NUjshzh43pspGXRHSSOdesBg=,Em8hezyEiSlmjp0DnLO7WcKn4bYesnqMVK9TSD9b97E=,OP1O6xjLucEYEVR7gZomGRNw2/F8FqvcdXcQTAW/8xQ=,uZWE3mFLOnIVMi0zh3ttpH5+ft4bY88pJjsp/gNSURs=,ba906FANzVoCaizPNG3SmbIyHhpWFYykw7qJXqYhZm0=,HyX2eA+rWh13QyrNU4n3I36dSTtShgLW4AmY7kbiozY=,+ceF7221XuFhyQrdih4/NBzkzQvIJEP//ZjKN8+g828=,sFIc6knyk7IAylgRu1uoRlKn39eegz5R9wTh905qnkk=,8iZBQLN4vgCzypGB2mAgX7Kiu06AgX1veKtEsMP1/CI=,60U8ALjUk3xxOa+6k3zcCwIZRh6zVcpktWmfnTtnjw0=
85,100,12388998,ENLH5ig0Pb7rfjEmdMgc8DIOHFNPgAAPVjJP0TV+N3I=,ntNI0BRz2+ZaUfEZJF0XT2Pu3pJnMEMVL8V6cyrbDhg=,t4YIJmuuyURXXO4MQOTB4vII2Er1IdlMAROs/+U29Is=,4CEBNlDmF57TM9yv59tRxVL/EMBs0eI0It5OFzQmxmo=,ouBdV4IsQYUtRIcbt8izb/vv+/2NoVNAXG8SNdVtroo=,wsb3nRe0QtJU63QjfMV43/InkGV7/PKgPjdnZY342ec=,ai5131AmZRQ+3B8N7bRLhJX9k8Q0KkArwT4s4UwpE9I=,7i5E759hMfLmYWvH6AGAb5xh7AOATv3x/q65aOYIRvE=,k/H8K+RzMASAKNnzEK0s3AcoWcQDIs8WOzyfoJ1UMsc=,TYmps8ATQUPJuo7KCpx/NqdsE/BW5N0JmmioTh/WoWA=,cNO7ry5vv7xAwkg3b6rb6gz/4aujTpnucIXkvBdrPn0=,PTPo3TwZufEp9k1uodfQmdua0KW6vXi0HDfQaFG7oXg=,88MR3IPOoX5H8ekvKBP5yB3Fxr9daBhdR0DniAMKc4c=,BN6/byqwb9nHlcRr9sxZFO89y5LrvO/1FebKVGSK4+I=,k06Z4RdOqcRHPpPAykUSxiNjYAWqc7qPuvw2M/pV9Vc=,2HAddei2XGoAGzQNPPVYPwO3UOpl4uoRbY4mF9I5BqE=,d+N74UToIvEyGlNzMkHKI0Ok7E7mine6l9m7Wh7XK3U=,fdg823PldB79Z1OueoXuJCXdlT4NCejp++CZxFUisnY=,tfByo9qwJ7qIFVjkxp5P4mII+kUJ1pr/EaCODbvA2eM=,JThChR6rsoVBFoOR/BxP6H8gGRlz8ABuOJnnFxN2hMg=,OpRGIdwJVlQzwnvqDodcXkrSwC2Vwhp3U+yZnT3qrro=,LjGMJty9Gw8lCIzogdz0SVS6JXg60sut3Nrx5TbMWfM=,Rc4JV7rzseYywtJJDh2zKz473Wv3LQtPtpPEIycXKx4=,Bj2mkhEXwEXqh59pMlZDcLaQriFJx4rs9bp16VbFsLE=,kojFlPaMWD4ccmUrXkU/tq7pgUKYafTj/jlVrfRxB+o=,Kr8xG5dXRs0pauaOEGQllVJAYTDK1Un0rdyRPpyua4o=,BP7Dhn3EDQBCTfNX5as70KLTpYGs5CSodtUxR5mT9TA=,RyKP3DJh1gmotnstWAj4AHZEgJhut/nR0jKbhLC7Kdw=,Hlj8U/txukf9AsI0MBKxxx7sJ11L42G54LIgo/HNzR4=,o7HQ+npe+vg+qzCVzQBdfdQBLw36FvaUPWTVh0unEcE=
86,100,40814059,Kv4TpVEpGDPikm3itwbMhOAHBlN01+6maaUlvm57OVg=,GdOCeLhx4QIbDYDQhkHTUbHyiS/zwPJcEedR+FSTnjw=,tibTRKD02eObewsxcH1Na1xJX1ZCtXRrJeKPNiBesxw=,UNPDqC29GmHW/HSotbv/AUV4GW2nZxA196E+Lzt50Yo=,Z81TUImH57tlMnENOjs9pkjbx1eTw5wHP6ax6tfvgEM=,Uj+anoMFizs/FGcqBevYRVYZYX1vGSzVYIqq+Gh8MnU=,ZAZn8YyHABe7hoIJFXXeb4Q5OABfDb1ZfFrXYnjm2LY=,z7OMV98I5djj6oIlz7awHtNIlixtcpWKQug5FPLMvvY=,8ygh/pR6qoSvUTOeJpj+oVBYb5b1u03dOL6R2CWK1qA=,idFjix8loBaQxnI1Gwn/cZpMzirHzH/HNZoEB7aoXQU=,N2RQoXFvJ2ZAXLShSdSoM7LwuG3Hu3IUxLdepXxF/R8=,dm5SJrmSlEygHWBB5o4hGF+MswJAcOlHaYQayI5aZxk=,Axten0AMNxycsSgaszt9iQivU+oFI6XIfxOEjNDJIyE=,L5Lkm8NU5VTJ1fYuyeokDk8aReYfBKifxqcTwnonkMc=,68fle7BnDJXHUSRdWnzeElMPtf1vDmHBE2Jkjk2xTTQ=,mGkry/X1TWKcZfDmM8qfRRGIhNscWA+FLFe36KZCYRU=,Cr7wB3EqOTnU5psVbwONbdzvs70adC2ZjsNSfS12UtA=,6f2EJDjLv/gIXI9e2yhQ/IafQcPQsJJMMUTdRbbMQ3M=,IuTRMsRf6Mj7YYIdxzkzIP6OlYjZfhZt6vl/5tM9aY8=,wXKCvKFj3ShvyJKn63qTrzSsiJ/VTM2oukbSIRh5pHc=,xaqKK7SXslfiRHA52vHJEC563AQUC7t3p0wi3GIXIYc=,2flY7hVyla7GQgoEEtIOoxmjtvg8AwF9I4PVXiNxdLI=,FUPlHgNf2Pyb9NiFzReR8xWszhPk4pZ1RVpTBLFvsmA=,rqTpZZgK+gOK2xaOrbCLhhBoS0YU4Hlr464N/jbRlyU=,3fm8UZhJEZmFA1QbrLgvP62mdauTHU7GQhrNEiy3EZI=,kz5GitTn9koSASJzKM903DvI+PYqgsYAkgIfXmRFkZU=,vghWjfXal/OV5apWaUhTeM615+yEYztj2kbN1cUO7Fo=,s638Bh5sYQ5t7JhECk8pKKdl1NRKTJ/9nuA8Ix0QRL0=,WdViPXXWwxEqtpWEarIddm1Sy/tYxBAEEQtyrPialpw=,qzgS7IG/vmukTXN6Ebejep2dlsjF02Egeisabc/s+mI=
87,100,80372847,ZOKS6hWSK2SultCak4Ep/53Aj+mpL17eVBvh1RmhERk=,kEJWteiign+2ivAoZ8iRpcBGdX2Ro9k5341LOLAw0Ik=,/gr52ahUmGixASr0jzIK3JTv6xpKdwT+CG9rHAg8WTY=,lu0KSeOiL9HcmCVaZ1TzfNE8aHYP7R2UjaPrtS+3Xlo=,d8o4tBom1z8XnPbtSkBhm8vVsPItIAY4KRiSr0c9Uc0=,WVGoRtDAqY0+IMDUMHhpjSuOSDmSBYQUkXzicfCPHwY=,HEX+cvO1Q+99W15eCgemnT4FV9X55YE0woeP+XuJees=,0RLTuzGND8z8jbEViqJyM3VjTI80P26BvHmQCoeQmjA=,zHRQnMm9CaxBV3bAWp94ivUx10ACgiIuxEsI3YVj0pw=,umYbPGJDPpCcoxfK8y7BRzf9wQQszNCLKuL70e6LeHg=,YnXkNoLLGNrzGk/z6METH2ujBHqc5NkCdO/DZdDOJ50=,ClYBsoPezdNjA+/uRQdgR/hi5bnF6BKCXR7t5NHLX1A=,BOsD3/kk5u8dOPAqZ9xjq89Ik8kaMFSXv2rcJUCVRqc=,dVFlPWaw9uZOSByXxkWWVjiaNqiXUqaKPkns2km8Dr0=,KcGqniSKe7pgfpeSf9TIdmdS8uU9JGHCfjIlll0Cth0=,ZvmzHQ3YqDMFbTPRrNZne+3fwHu288QYRmjkOMkKzQ0=,WYcxP4h6OaR4f9CEXuxKjjIleVuq4waIj66pgJSqPwM=,h8wOfQxbApA8An8PXQsKq4JALLQHPgmyeu1Z+N6slYU=,kMXupr4jzxACOVarYZQ/aK4xpWlIxIGtUu0p11egeBg=,CBAhJ5FWNfXIO3npzQGwWHwSlrmFe4kRYHltmtLLROc=,3iJUR20hKBK0d8VBBbkSKnYiB9WIBgpQNVHW74MM9yc=,UNVtE9efJbGT8QKwhU4Jeh8ps2cypXvT8W5yj+DOlBk=,FL8em1hZZg7nqqNhFW24klKmChTewBduzrpvTFaaG4E=,yt07LU6Bry+2uggxjGmXDd0BVePkY/1wnQZGXY1/ctQ=,juz4t25FEtQCMBzN02MohVhjTGFfknhJVuU2AnvolHw=,bHWJj8FjbybYh7xxwa0nF5jxiyjnGXG/KbzfApyiRAU=,DXHDPq8Vt2Hj9/XxpAVkoHEzpBHRBKR2Mq+4tu68WmI=,bunQyk38VGGb3wkgcvWDbsPM3q6LgYNe87U42yuWb8Y=,sJ77HHImP3aLLRNBukyU/lN9lQVbhjioHo5XHLyZ8s8=,vyWRZhs927mjLh1sdtSjMETLnqK7rTuhSrKPl5nQRd0=
